ASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,NASA [m^2/cm^3],POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],MOFname,total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,pure_uptake_CO2_298.00_1600000
2408.91,5158.63,7.54281,10.31977,10.31977,0,1.63396,0.73244,0,0,0.44826,YIPDOR_clean,2408.91,5373.912462,0.73244,1.63396,3.61,23.104,
471.725,944.297,4.2377,5.46375,5.46375,0,0.112424,0.19882,0,0,1.76848,YISFEL_clean,471.725,266.7403646,0.19882,0.112424,1.805,22.876,
0,1036.59,3.10838,3.9218,3.9218,8.73081,0,0,0.0254088,0.05474,2.15437,YITHIU_clean,8.73081,4.052604706,0.05474,0.0254088,1.2544,33.712,
0,9319.16,3.28047,4.92369,4.74095,385.844,0,0,0.147836,0.18074,1.22257,c6ce00134c_c6ce00134c2_clean,385.844,315.6007427,0.18074,0.147836,1.21,18.92,
1699.26,14108.2,8.33336,9.56221,9.56221,0,0.798473,0.56316,0,0,0.705297,c6ce00141f_c6ce00141f2_clean,1699.26,2409.282898,0.56316,0.798473,3.5344,38.8032,
0,8157.08,2.92415,6.45878,6.33458,778.829,0,0,0.20119,0.26322,1.30831,c6ce00243a_c6ce00243a2_clean,778.829,595.2939288,0.26322,0.20119,3.7249,18.02068571,
2058.85,8443.08,8.21654,15.77585,15.76128,0,1.22868,0.73178,0,0,0.595584,c6ce00407e_c6ce00407e1_clean,2058.85,3456.85915,0.73178,1.22868,3.61,26.144,
1983.5,7184.64,7.41464,12.56279,12.35901,0,0.96136,0.67286,0,0,0.699904,c6ce00407e_c6ce00407e2_clean,1983.5,2833.960086,0.67286,0.96136,3.61,26.144,
1988.88,4375.5,6.18664,12.83222,12.83222,0,0.718328,0.65958,0,0,0.918215,c6ce00407e_c6ce00407e3_clean,1988.88,2166.028653,0.65958,0.718328,3.61,26.144,
1393.54,438839,0,0,0,0,3.52828,0.8611,0,0,0.244057,c6ce00407e_c6ce00407e6_clean,1393.54,5709.895639,0.8611,3.52828,2.7225,22.704,
1356.41,86812.4,15.87888,33.68342,33.68342,0,4.27688,0.8873,0,0,0.207465,c6ce00407e_c6ce00407e7_clean,1356.41,6538.018461,0.8873,4.27688,3.61,26.144,
1980.63,1166.8,4.65251,6.42415,6.4148,0,0.675635,0.57446,0,0,0.850252,c6ce00407e_c6ce00407e8_clean,1980.63,2329.462324,0.57446,0.675635,3.61,26.144,
1956.66,3792.38,10.04301,13.32178,13.32178,0,2.67541,0.83832,0,0,0.313342,c6ce00407e_c6ce00407e9_clean,1956.66,6244.486855,0.83832,2.67541,3.61,26.144,
2369.86,3644.78,6.6993,7.48534,7.48534,0,0.898765,0.66948,0,0,0.744889,c6ce00465b_c6ce00465b2_clean,2369.86,3181.494156,0.66948,0.898765,3.1684,48.9856,
1686.05,7584.62,10.11534,12.54469,12.54333,0,0.459657,0.6717,0,0,1.46131,c6dt00138f_c6dt00138f2_clean,1686.05,1153.793514,0.6717,0.459657,5.278857143,39.09028571,
651.67,1556.4,3.99682,5.20035,5.20035,0,0.199193,0.2576,0,0,1.29322,c6dt00152a_c6dt00152a2_clean,651.67,503.912714,0.2576,0.199193,1.44,25.968,
1155.72,4679.67,4.29606,5.62202,5.62202,0,0.274677,0.33506,0,0,1.21983,c6dt00271d_c6dt00271d2_clean,1155.72,947.4434962,0.33506,0.274677,2.8561,23.2544,
1458.2,20623.8,5.34453,8.89578,8.44532,0,0.362526,0.41092,0,0,1.13349,c6dt01278g_c6dt01278g2_clean,1458.2,1286.469223,0.41092,0.362526,4.84,26.4,
1215.02,29912.7,4.48574,7.01143,7.01143,204.772,0.284494,0.30312,0.0539667,0.0575,1.06547,C6DT01554A_c6dt01554a2_clean,1419.792,1332.549954,0.36062,0.3384607,3.3489,37.2832,
1169.57,4357.58,4.48652,7.36462,7.35766,0,0.363124,0.40274,0,0,1.1091,C6DT02195F_c6dt02195f2_clean,1169.57,1054.521684,0.40274,0.363124,3.61,26.144,
1845.12,6286.42,4.57659,7.15055,7.15055,0,0.297027,0.52686,0,0,1.77378,C6DT02320G_c6dt02320g2_clean,1845.12,1040.219193,0.52686,0.297027,4.503675,36.366,
0,4173.27,3.14046,4.90163,4.90163,428.731,0,0,0.248262,0.27178,1.09473,C6DT02408D_c6dt02408d2_clean,428.731,391.6317265,0.27178,0.248262,4.84,40.128,
479.174,1941.56,4.51832,6.32934,6.29239,0,0.116975,0.17714,0,0,1.51434,c6dt03637f_c6dt03637f2_clean,479.174,316.4243169,0.17714,0.116975,3.5344,31.48373333,
0,22528.4,3.59203,5.54414,5.50949,468.441,0,0,0.108987,0.13662,1.25354,c6nj00089d_c6nj00089d2_clean,468.441,373.6944972,0.13662,0.108987,3.9325,37.87575,
725.141,2065.08,3.99321,4.95363,4.95363,0,0.271894,0.3067,0,0,1.12801,c6ra01647b_c6ra01647b2_clean,725.141,642.8497974,0.3067,0.271894,2.8561,10.2752,
0,1246.25,2.66688,4.06616,4.05694,39.5987,0,0,0.0181882,0.04614,2.53681,c6ra01933a_c6ra01933a2_clean,39.5987,15.60964361,0.04614,0.0181882,2.8561,29.4736,
426.494,1365.84,3.80033,4.34716,4.34716,0,0.186216,0.22074,0,0,1.1854,c6ra03493d_c6ra03493d2_clean,426.494,359.7891007,0.22074,0.186216,3.61,11.552,
0,1112.81,3.1058,4.81568,4.79324,315.346,0,0,0.124456,0.16676,1.33991,c6ra05961a_c6ra05961a2_clean,315.346,235.3486428,0.16676,0.124456,3.61,23.864,
0,3792.34,2.94322,5.36618,5.19146,704.83,0,0,0.23898,0.2835,1.18629,c6ra10144e_c6ra10144e2_clean,704.83,594.1464566,0.2835,0.23898,2.7225,27.72,
579.031,3036.16,3.7667,4.45738,4.4461,0,0.314023,0.3278,0,0,1.04387,c6ra14268k_c6ra14268k2_clean,579.031,554.696466,0.3278,0.314023,3.5344,25.8688,
0,3061.1,3.34448,5.5998,5.59066,471.077,0,0,0.152722,0.18786,1.23008,c6ra26855b_c6ra26855b2_clean,471.077,382.9645226,0.18786,0.152722,2.8561,27.716,
0,2289.99,2.89523,4.56243,4.51965,220.419,0,0,0.115976,0.15746,1.35769,c6ra27069g_c6ra27069g2_clean,220.419,162.3485479,0.15746,0.115976,2.7225,20.394,
0,3074.24,2.6955,5.10322,5.10263,292.264,0,0,0.118201,0.1532,1.2961,c6ra28728j_c6ra28728j2_clean,292.264,225.4949464,0.1532,0.118201,2.8561,21.9024,
0,2898.14,3.38263,5.50839,5.50839,1011.52,0,0,0.295289,0.34464,1.16713,c6ta02340a_c6ta02340a2_clean,1011.52,866.6729499,0.34464,0.295289,3.5344,34.2912,
1440.96,4401.59,4.87179,7.47444,7.47444,0,0.37693,0.4271,0,0,1.1331,YIVZIO_clean,1440.96,1271.697114,0.4271,0.37693,1.2769,27.685,
524.855,3281.57,3.94622,5.41707,5.41707,422.596,0.164311,0.17788,0.150732,0.16318,1.08258,YIWBEN_clean,947.451,875.1787397,0.34106,0.315043,2.8561,27.716,
1759.92,702.686,5.52979,6.84017,6.84017,0,0.477247,0.58348,0,0,1.2226,YIWLEV_clean,1759.92,1439.489612,0.58348,0.477247,2.8561,21.7672,
1721.97,2044.61,5.40521,6.76345,6.76332,0,0.451475,0.5691,0,0,1.26054,YIWLIZ_clean,1721.97,1366.057404,0.5691,0.451475,2.8561,21.7672,
0,1279.54,3.69448,5.60589,5.60589,1290.72,0,0,0.396105,0.5319,1.34283,YIWLUL_clean,1290.72,961.1938965,0.5319,0.396105,2.8561,21.7672,
1440.35,1314.28,3.80264,5.71951,5.71876,0,0.420384,0.54958,0,0,1.30733,YIWMEW_clean,1440.35,1101.749367,0.54958,0.420384,2.8561,21.7672,
1630.29,2708.09,5.04258,6.74773,6.74039,0,0.439847,0.55814,0,0,1.26894,YIWMOG_clean,1630.29,1284.765237,0.55814,0.439847,2.8561,21.7672,
1589.98,2626.57,4.22779,6.07797,6.07163,0,0.417511,0.54624,0,0,1.30832,YIWMUM_clean,1589.98,1215.283723,0.54624,0.417511,2.8561,21.7672,
1646.26,2662.27,4.54282,6.30784,6.29619,0,0.429431,0.5543,0,0,1.29078,YIWNAT_clean,1646.26,1275.399371,0.5543,0.429431,2.8561,21.7672,
1208.98,5177.74,4.44321,6.05222,5.98107,0,0.310803,0.4333,0,0,1.39413,YIWNEX_clean,1208.98,867.1931599,0.4333,0.310803,2.8561,21.90521667,
1821.23,1402.2,5.37501,6.81948,6.81948,0,0.475729,0.58294,0,0,1.22536,YIWNIB_clean,1821.23,1486.281583,0.58294,0.475729,2.8561,21.7672,
1788.37,1370.1,5.22872,6.80447,6.75626,0,0.460293,0.57724,0,0,1.25407,YIWNOH_clean,1788.37,1426.052772,0.57724,0.460293,2.8561,21.7672,
1748.68,1343.95,5.04686,6.72761,6.72761,0,0.446408,0.57072,0,0,1.27847,YIWNUN_clean,1748.68,1367.791188,0.57072,0.446408,2.8561,21.7672,
1793.83,1383.72,5.28466,6.84936,6.79978,0,0.465255,0.57772,0,0,1.24173,YIWPAV_clean,1793.83,1444.621617,0.57772,0.465255,2.8561,21.7672,
1662.29,2696.67,4.77854,5.93872,5.93164,0,0.437161,0.55708,0,0,1.27431,YIWPID_clean,1662.29,1304.462807,0.55708,0.437161,2.8561,20.3307,
0,2333.33,3.58415,4.72359,4.71426,521.987,0,0,0.185585,0.2721,1.46617,YIXFIW_clean,521.987,356.0207889,0.2721,0.185585,1.3689,38.8791,
0,1877.27,2.94799,4.18544,4.18017,99.5697,0,0,0.066476,0.15856,2.38522,YIXZEL_clean,99.5697,41.74445125,0.15856,0.066476,2.7225,22.704,
725.627,3466.98,3.97105,5.13693,5.11342,35.2167,0.28068,0.27566,0.0318497,0.03128,0.982113,YIYHAQ_clean,760.8437,774.7007727,0.30694,0.3125297,2.7225,15.048,
0,3306.43,3.59268,8.32701,8.32701,1052.01,0,0,0.275963,0.40564,1.46991,YIZGIZ_clean,1052.01,715.6968794,0.40564,0.275963,2.5921,22.1536,
0,3284.63,3.57994,8.30449,8.30449,1026.61,0,0,0.273117,0.40412,1.47966,YIZGOF_clean,1026.61,693.8147953,0.40412,0.273117,2.5921,22.1536,
0,2842.55,3.59591,4.63572,4.50441,322.467,0,0,0.104976,0.16642,1.58532,YIZWIN_clean,322.467,203.4081447,0.16642,0.104976,3.2521,25.1538,
2209.59,10719.9,7.13433,9.69314,9.69314,0,1.07699,0.70254,0,0,0.65232,YOBYAR_clean,2209.59,3387.279249,0.70254,1.07699,3.1853,22.8502,
2222.08,21472.7,7.09583,9.64125,9.63364,0,1.05496,0.68954,0,0,0.653616,YOBYEV_clean,2222.08,3399.671979,0.68954,1.05496,3.0269625,22.274,
897.36,8084.85,5.18062,6.8059,6.69956,8.86442,0.207856,0.2944,0.0114236,0.01618,1.41637,YOCCIE_clean,906.22442,639.8218121,0.31058,0.2192796,2.7225,19.866,
2218.64,10723.4,7.20147,9.69113,9.69113,0,1.06444,0.70296,0,0,0.660405,YOCDUR_clean,2218.64,3359.514237,0.70296,1.06444,2.7225,21.285,
1901.44,4584.27,6.67449,13.22354,13.22354,0,0.766545,0.6718,0,0,0.8764,YOCLIN_clean,1901.44,2169.602921,0.6718,0.766545,3.61,26.144,
570.114,2071.61,3.97762,6.22868,6.13994,0,0.174011,0.25168,0,0,1.44635,YOCNAH_clean,570.114,394.1743008,0.25168,0.174011,3.61,26.144,
787.48,546.744,4.82783,5.29821,5.29821,0,0.145307,0.30392,0,0,2.09158,YOCSEQ_clean,787.48,376.5000622,0.30392,0.145307,1.44,38.724,
1238.41,4743.18,4.86667,7.27536,7.27536,149.451,0.418281,0.4042,0.0663331,0.0641,0.966335,YODRAM_clean,1387.861,1436.211045,0.4683,0.4846141,3.5344,32.98773333,
1697.95,33905.3,14.63737,21.60336,21.60336,0,2.38758,0.84604,0,0,0.354351,YODWOF_clean,1697.95,4791.717817,0.84604,2.38758,2.7225,19.46057143,
1876.58,30086,11.53361,23.49364,23.48524,0,1.90773,0.80984,0,0,0.424505,YODWUL_clean,1876.58,4420.631088,0.80984,1.90773,2.7225,19.46057143,
799.951,7246.17,4.91821,5.26109,5.24691,233.305,0.334982,0.29058,0.135616,0.11764,0.867451,YODZIB_clean,1033.256,1191.140479,0.40822,0.470598,3.5344,25.8688,
911.249,2009.38,4.78135,5.41632,5.41632,0,0.249744,0.3311,0,0,1.32576,YOFGOR_clean,911.249,687.340846,0.3311,0.249744,2.4025,29.326,
2343.03,5957.39,6.85181,9.50075,9.50075,0,1.84882,0.7749,0,0,0.419132,YOFLUB_clean,2343.03,5590.195929,0.7749,1.84882,3.61,23.104,
17.8535,12942.3,3.76449,5.28351,3.92047,283.301,0.00546193,0.00638,0.102441,0.11966,1.16809,YOFXEY_clean,301.1545,257.8178907,0.12604,0.10790293,2.805,31.22666667,
36.8873,12839.3,3.8559,4.88114,4.00843,193.463,0.0187183,0.02204,0.0820244,0.09658,1.17746,YOFXIC_clean,230.3503,195.6332275,0.11862,0.1007427,2.805,31.22666667,
1411.71,23296.4,4.32242,6.91924,6.91924,46.8077,0.365269,0.38492,0.0178972,0.01886,1.0538,YOGKIQ_clean,1458.5177,1384.055513,0.40378,0.3831662,2.7225,28.38,
1354.27,10216.4,9.41793,10.82894,10.82894,0,0.550543,0.50996,0,0,0.926286,YOGKOW_clean,1354.27,1462.043041,0.50996,0.550543,2.7225,22.704,
0,1477.97,3.52572,4.10269,4.10269,176.843,0,0,0.172048,0.21564,1.25337,YOGVEX_clean,176.843,141.0940105,0.21564,0.172048,2.7225,30.096,
0,4634.06,3.70978,4.47915,4.27429,378.015,0,0,0.153756,0.21252,1.38219,YOKKIU_clean,378.015,273.4898965,0.21252,0.153756,3.5344,31.208,
2758.81,4252.17,5.9029,7.59854,7.59287,0,0.998523,0.74416,0,0,0.74526,YOLGUB_clean,2758.81,3701.808765,0.74416,0.998523,3.61,17.28788889,
0,2124.95,2.71042,5.2681,5.2681,584.232,0,0,0.31634,0.37198,1.17588,YOMNIZ_clean,584.232,496.846617,0.37198,0.31634,2.85245,28.5456,
0,2739.3,3.34873,5.30571,5.28129,585.066,0,0,0.146385,0.25972,1.77423,YOMVIG01_clean,585.066,329.7576977,0.25972,0.146385,2.5921,22.1536,
0,2734.94,3.37579,5.30742,5.30742,559.496,0,0,0.135934,0.26266,1.93225,YOMVIG_clean,559.496,289.5567344,0.26266,0.135934,2.9062,23.392,
2064.24,25014.4,5.70578,11.86103,11.72639,0,1.01811,0.70394,0,0,0.691421,YONNAR_clean,2064.24,2985.503767,0.70394,1.01811,2.7225,20.812,
1212.15,5934.25,3.94305,7.44579,6.4772,0,0.377984,0.38056,0,0,1.00681,YONNUL_clean,1212.15,1203.951093,0.38056,0.377984,2.7225,27.72,
0,3012.78,2.83025,3.96031,3.88278,27.4678,0,0,0.0161052,0.02362,1.46661,YOPNUO_clean,27.4678,18.72876907,0.02362,0.0161052,2.8561,22.5784,
657.093,3537,4.28382,5.09073,5.06805,0,0.120517,0.24528,0,0,2.03523,YOQLAT_clean,657.093,322.8593329,0.24528,0.120517,1.81482,28.57952,
0,540.899,2.7764,3.96635,3.95733,31.7203,0,0,0.0697476,0.10586,1.51776,YOQYEK_clean,31.7203,20.89941756,0.10586,0.0697476,1,24.08,
0,3102.4,2.80133,3.80646,3.80646,5.99246,0,0,0,0,1.53568,YOQYOT_clean,5.99246,3.902154095,0,0,2.8561,37.9912,
800.549,34826.9,9.82465,14.11404,14.11404,102.878,0.188312,0.2837,0.0280908,0.04232,1.50654,YORLEY_clean,903.427,599.670105,0.32602,0.2164028,5.08825,11.887,
0,11547.4,2.95418,4.99807,4.99807,195.625,0,0,0.084931,0.09694,1.1414,YOTROQ_clean,195.625,171.3903978,0.09694,0.084931,3.44165,37.5452,
0,2791.71,2.88566,4.26215,4.26215,129.327,0,0,0.0439391,0.10684,2.43155,YOTRUW_clean,129.327,53.18706175,0.10684,0.0439391,1.53802,33.39328,
0,2741.94,2.42036,4.0203,4.0203,57.0384,0,0,0.0331706,0.08212,2.47568,YOTSAD_clean,57.0384,23.03948814,0.08212,0.0331706,1.53802,32.61008,
503.174,2632.84,5.79697,6.29142,6.29055,0,0.133978,0.1829,0,0,1.36514,YOTXOW_clean,503.174,368.5878371,0.1829,0.133978,2.5921,29.1088,
0,4275.12,3.02634,4.94412,4.84665,191.331,0,0,0.0745593,0.09496,1.27362,YOVPEG_clean,191.331,150.2261271,0.09496,0.0745593,3.5344,36.5472,
0,3907.85,3.35243,5.56492,5.56492,331.817,0,0,0.141476,0.155,1.09559,YOVXEO_clean,331.817,302.8660357,0.155,0.141476,3.5344,17.8976,
715.193,3422.46,5.45199,6.55588,6.55588,0,0.225593,0.25776,0,0,1.14259,YOYPAF_clean,715.193,625.9401885,0.25776,0.225593,3.6481,37.1304,
777.844,3441.43,5.84937,6.69444,6.69444,0,0.230574,0.262,0,0,1.13629,YOYPEJ_clean,777.844,684.5470787,0.262,0.230574,3.6481,37.1304,
751.138,3483.53,5.82012,6.69705,6.69705,0,0.235099,0.26402,0,0,1.12302,YOYPIN_clean,751.138,668.8554077,0.26402,0.235099,3.5344,36.5472,
765.821,3493.21,5.79486,6.7589,6.7589,0,0.235609,0.26386,0,0,1.1199,YOYPOT_clean,765.821,683.8298062,0.26386,0.235609,3.5344,36.5472,
783.108,3513,5.88003,6.823,6.823,0,0.243913,0.27162,0,0,1.1136,YOYPUZ_clean,783.108,703.2219828,0.27162,0.243913,3.5344,36.5472,
728.957,7104.67,4.04722,6.44081,6.44081,0,0.218798,0.23932,0,0,1.09379,YOYQOU_clean,728.957,666.4505984,0.23932,0.218798,2.4025,30.132,
714.002,3581.89,5.14118,6.73531,6.73531,0,0.235258,0.2552,0,0,1.08477,YOYQUA_clean,714.002,658.205887,0.2552,0.235258,2.4025,30.132,
827.506,3640.85,6.25516,7.09133,7.09133,0,0.265498,0.28334,0,0,1.0672,YOYRAH_clean,827.506,775.3991754,0.28334,0.265498,2.4025,30.132,
877.011,3711.75,6.3252,7.29129,7.29129,0,0.278119,0.29114,0,0,1.04682,YOYREL_clean,877.011,837.7858658,0.29114,0.278119,2.4025,30.132,
722.856,3599.65,5.2818,6.79198,6.79198,0,0.239481,0.2585,0,0,1.07942,YOYRIP_clean,722.856,669.6707491,0.2585,0.239481,2.4025,30.132,
0,598.59,2.9768,3.86535,3.84577,6.23384,0,0,0,0,2.10757,YOYSUB_clean,6.23384,2.957832955,0,0,3.7249,23.4688,
3071.14,4563.76,5.60311,7.31099,7.28899,0,0.937996,0.74244,0,0,0.791517,YOYTOW_clean,3071.14,3880.068274,0.74244,0.937996,3.7249,9.778666667,
895.721,6266.91,3.86562,5.00131,5.00092,0.609912,0.238239,0.33172,0,0,1.39238,YOYTOX_clean,896.330912,643.7401514,0.33172,0.238239,3.599566667,17.6884,
737.664,5826.82,3.83038,4.80402,4.80248,0.0546649,0.207592,0.31088,0,0,1.49755,YOYTUD_clean,737.7186649,492.6170511,0.31088,0.207592,3.599566667,17.6884,
0,6125.6,3.67908,4.85942,4.85942,644.139,0,0,0.157632,0.29308,1.85926,YOYVEP01_clean,644.139,346.4491249,0.29308,0.157632,5.417366667,19.7624,
888.739,6186.79,3.90462,4.93942,4.93241,2.26531,0.179317,0.3301,0.00171658,0.00316,1.84087,YOYVOZ01_clean,891.00431,484.012619,0.33326,0.18103358,5.417366667,19.7624,
0,5834.95,3.71608,4.67642,4.67441,557.814,0,0,0.145634,0.28426,1.95188,YOYVOZ_clean,557.814,285.7829375,0.28426,0.145634,5.417366667,19.7624,
0,5583.94,3.47646,4.53154,4.53046,393.182,0,0,0.12066,0.2461,2.03962,YOYWEQ01_clean,393.182,192.7721831,0.2461,0.12066,5.417366667,19.7624,
0,6040.43,3.62914,4.77876,4.77812,553.066,0,0,0.147071,0.2773,1.88548,YOYWEQ_clean,553.066,293.3290197,0.2773,0.147071,5.417366667,19.7624,
771.84,8034.08,4.55995,6.17589,6.17109,0,0.192429,0.23956,0,0,1.24493,YOYZET_clean,771.84,619.9866659,0.23956,0.192429,3.59488,32.39424,
1621.38,94887.5,0,0,0,0,0.716516,0.56654,0,0,0.790688,YOZBAS_clean,1621.38,2050.593913,0.56654,0.716516,3.7249,23.4688,
1108.27,11402.5,4.57838,7.83476,7.67886,0,0.317008,0.34194,0,0,1.07865,YOZBOF_SL,1108.27,1027.460251,0.34194,0.317008,2.7225,20.064,
957.975,6284.04,3.91645,4.99022,4.98963,2.12887,0.242937,0.33734,0.00211726,0.00294,1.38859,YOZJEE01_clean,960.10387,691.4235808,0.34028,0.24505426,3.599566667,17.6884,
0,5698.7,3.60208,4.63204,4.62988,490.36,0,0,0.174998,0.26796,1.53122,YOZJEE_clean,490.36,320.2413762,0.26796,0.174998,3.599566667,17.6884,
598.631,3780.64,4.85597,5.21744,5.21744,0,0.177739,0.21918,0,0,1.23316,YOZKOP_clean,598.631,485.4447111,0.21918,0.177739,3.61,24.624,
1725.36,10506.9,12.00951,13.97996,13.48133,0,1.18507,0.72506,0,0,0.61183,YOZQEK_clean,1725.36,2819.999019,0.72506,1.18507,2.7225,24.596,
1597.42,8467.22,7.35004,8.32775,8.32775,0,0.487647,0.51168,0,0,1.04928,YOZYUJ_clean,1597.42,1522.39631,0.51168,0.487647,2.7225,24.9744,
1251.87,1342.99,4.94745,8.69265,8.69265,0,0.354032,0.42418,0,0,1.19814,YUBFOR_clean,1251.87,1044.844509,0.42418,0.354032,2.7225,15.048,
0,1416.71,3.48658,5.8422,5.82075,1099.24,0,0,0.206063,0.39722,1.92767,YUBGIN_clean,1099.24,570.242832,0.39722,0.206063,1.9044,29.7252,
2307.48,3624.15,5.01606,6.23426,6.23426,0,0.396984,0.60846,0,0,1.5327,YUBHAG_clean,2307.48,1505.500098,0.60846,0.396984,1.9044,30.291,
0,6358.52,2.90122,5.68087,5.68052,491.142,0,0,0.135378,0.19604,1.44809,YUCGOS_clean,491.142,339.1653834,0.19604,0.135378,1.03745,17.94533333,
0,404.431,3.19829,4.00964,3.93831,46.2729,0,0,0.115857,0.16458,1.42054,YUCNEQ_clean,46.2729,32.57416194,0.16458,0.115857,3.5344,25.8688,
913.686,841.725,3.91982,4.78325,4.78325,0,0.372548,0.37784,0,0,1.01421,YUCZOM_clean,913.686,900.8844322,0.37784,0.372548,3.3489,23.7168,
1714.3,9637.58,6.24399,7.42167,7.42167,0,0.448177,0.48652,0,0,1.08555,YUDFIO_clean,1714.3,1579.199484,0.48652,0.448177,1.44,16.512,
1735.72,9923.71,6.34458,7.64047,7.63187,0,0.471538,0.49712,0,0,1.05425,YUDFOU_clean,1735.72,1646.402656,0.49712,0.471538,1.44,16.512,
1979.09,4177.43,4.9062,6.09359,6.08114,0,0.680664,0.56586,0,0,0.831336,YUFLIW_clean,1979.09,2380.613855,0.56586,0.680664,1.7161,18.0256,
2104.48,1435.58,4.45798,6.07464,5.9729,0,0.554975,0.54642,0,0,0.984585,YUFLOC_clean,2104.48,2137.42846,0.54642,0.554975,0.9025,19.608,
2181.14,14589.6,8.94015,11.91055,11.90097,0,1.67529,0.7518,0,0,0.448758,YUGZIK_clean,2181.14,4860.392461,0.7518,1.67529,2.7225,26.4,
1610.24,1918.91,5.69487,6.82796,6.82796,0,0.63621,0.52014,0,0,0.81756,YUHHIU_clean,1610.24,1969.567983,0.52014,0.63621,1,13.76,
0,2875.78,2.59839,3.94507,3.94173,15.5286,0,0,0.0126397,0.02542,2.01112,YUJNIB_clean,15.5286,7.721369187,0.02542,0.0126397,0.9025,28.2055,
0,1494,3.46452,5.27714,5.27714,212.28,0,0,0.0813672,0.14446,1.77541,YUJNOH_clean,212.28,119.566748,0.14446,0.0813672,0.9025,18.468,
0,1385.12,3.64026,4.62174,4.62174,321.263,0,0,0.179176,0.20794,1.16054,YUKCAJ_clean,321.263,276.8219967,0.20794,0.179176,3.61,23.104,
0,1067.27,2.57233,4.84244,4.75436,377.283,0,0,0.0943602,0.1737,1.84082,YUKJUL_clean,377.283,204.9537706,0.1737,0.0943602,2.08125,31.038,
0,1048.24,2.5317,4.78122,4.73477,357.505,0,0,0.0905138,0.17164,1.89629,YUKKAS_clean,357.505,188.5286533,0.17164,0.0905138,1.96625,29.579,
0,924.636,2.50036,4.31678,4.31678,133.827,0,0,0.15025,0.20506,1.36479,YUKTUU_clean,133.827,98.05684391,0.20506,0.15025,2.4025,31.992,
0,892.308,2.46053,4.29126,4.27728,121.815,0,0,0.14542,0.20664,1.42099,YUKVAC_clean,121.815,85.72544494,0.20664,0.14542,3.3489,37.7712,
0,872.869,2.4357,4.26589,4.25149,111.134,0,0,0.139323,0.20566,1.47613,YUKVEG_clean,111.134,75.28740694,0.20566,0.139323,3.5344,38.8032,
0,849.485,2.40585,4.22952,4.22952,94.4349,0,0,0.132775,0.20114,1.51489,YUKVIK_clean,94.4349,62.3377935,0.20114,0.132775,3.6481,39.4224,
0,872.335,2.44011,4.26644,4.26644,109.262,0,0,0.134491,0.20526,1.5262,YUKVUW_clean,109.262,71.59087931,0.20526,0.134491,2.7225,34.056,
0,1066.88,2.56593,4.82555,4.82555,371.954,0,0,0.0919416,0.17302,1.88185,YUKXAF_clean,371.954,197.653373,0.17302,0.0919416,2.1177,28.3392,
0,1049.13,2.53424,4.78127,4.77218,355.939,0,0,0.0898871,0.17268,1.92108,YUKXEJ_clean,355.939,185.2806755,0.17268,0.0898871,2.13005,28.4596,
0,2149.17,3.27297,4.78019,4.78019,626.472,0,0,0.244057,0.36794,1.5076,YULBAJ_clean,626.472,415.5425842,0.36794,0.244057,2.5921,22.1536,
0,3038.33,3.22041,3.87977,3.87977,17.279,0,0,0.0125525,0.01932,1.53914,YUMFES_clean,17.279,11.22639916,0.01932,0.0125525,3.5344,36.29653333,
1767.23,6081.01,3.84836,5.62483,5.59786,0,0.447055,0.47574,0,0,1.06417,YUMFUJ_clean,1767.23,1660.665119,0.47574,0.447055,1.21,29.293,
1453.7,4153.06,4.99676,6.24531,6.24531,0,0.21061,0.42506,0,0,2.01823,YUMJAS_clean,1453.7,720.2846058,0.42506,0.21061,3.90476,35.74205333,
1454.16,1290.07,6.65142,6.81125,6.81125,0,0.360136,0.4551,0,0,1.26369,YUMYUC_clean,1454.16,1150.725257,0.4551,0.360136,3.61,23.864,
0,1125.02,2.66075,3.86853,3.85925,24.1487,0,0,0.0376247,0.05036,1.33848,YUNJIB_clean,24.1487,18.04188333,0.05036,0.0376247,3.61,30.4,
159.625,831.156,3.79299,4.51501,4.16091,127.878,0.0810111,0.09656,0.0740644,0.08828,1.19194,YUNKAV_clean,287.503,241.2059332,0.18484,0.1550755,1,20.64,
0,4158.71,3.37022,4.93395,4.7939,651.292,0,0,0.255029,0.28126,1.10285,YUQNAB_clean,651.292,590.5535658,0.28126,0.255029,3.7249,22.28506667,
1947.71,5427.06,8.47609,13.69253,13.69253,0,1.00968,0.69014,0,0,0.683521,YURJUR_clean,1947.71,2849.52474,0.69014,1.00968,1.2544,44.24,
2263.81,4767.64,7.52617,8.234,8.234,0,0.733223,0.62914,0,0,0.858047,YURKAY_clean,2263.81,2638.32867,0.62914,0.733223,1.4884,28.2918,
1518.26,7326.24,7.08763,7.90101,7.8976,0,0.439447,0.47196,0,0,1.07399,YURKEC_clean,1518.26,1413.663069,0.47196,0.439447,1.21,24.596,
1983.56,7866.85,5.83867,6.91612,6.83043,0,0.522718,0.52458,0,0,1.00356,YURKIG_clean,1983.56,1976.523576,0.52458,0.522718,1.2769,26.2047,
0,1551.9,3.71515,4.4966,4.45873,356.991,0,0,0.127651,0.18448,1.44519,YUSGID_clean,356.991,247.020115,0.18448,0.127651,2.7225,24.882,
