ASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,NASA [m^2/cm^3],POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],MOFname,total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,pure_uptake_CO2_298.00_1600000
1898.9,4624.06,6.73336,12.93309,12.93148,0,0.770822,0.67586,0,0,0.876804,jp2064408_si_002_clean,1898.9,2165.706361,0.67586,0.770822,2.7225,22.704,
0,8606.84,3.6076,5.49532,5.46456,1107.2,0,0,0.372722,0.37932,1.0177,jp209895d_si_002_clean,1107.2,1087.943402,0.37932,0.372722,2.7225,24.552,
1992.67,8305,6.54194,10.98282,10.97083,0,0.667456,0.64324,0,0,0.963718,jp302979a_si_002_clean,1992.67,2067.689926,0.64324,0.667456,2.7225,26.832,
1529.36,1678.67,4.88151,6.1601,6.1601,0,0.447737,0.42946,0,0,0.959179,JUCGUL_clean,1529.36,1594.446918,0.42946,0.447737,2.7225,27.72,
0,2555.46,2.68626,5.04128,4.76081,103.09,0,0,0.0450642,0.0702,1.55778,JUFBIX_clean,103.09,66.17750902,0.0702,0.0450642,3.5344,31.584,
456.09,1663.64,6.00289,6.336,6.33424,0,0.0710902,0.16406,0,0,2.30777,JUFREJ_clean,456.09,197.6323464,0.16406,0.0710902,1.44,32.064,
0,4209.05,2.88788,4.28524,4.27979,97.1036,0,0,0.0391045,0.07344,1.87804,JUFZER_clean,97.1036,51.70475602,0.07344,0.0391045,2.8561,26.1612,
0,5802.48,3.34716,4.55135,4.55135,181.111,0,0,0.0593368,0.08446,1.4234,JUGLAA_clean,181.111,127.2383027,0.08446,0.0593368,2.8561,28.392,
2102.58,2368.14,5.03774,6.35365,6.35365,0,0.491904,0.57128,0,0,1.16137,JUGQOT_clean,2102.58,1810.430784,0.57128,0.491904,1.21,24.596,
0,21539.8,3.46125,10.00436,8.0956,1192.15,0,0,0.367516,0.369,1.00404,JUJMOS_clean,1192.15,1187.353094,0.369,0.367516,2.7225,22.704,
0,2549.82,3.45324,5.88047,5.87906,516.46,0,0,0.199866,0.22078,1.10464,JUJTAL_clean,516.46,467.5369351,0.22078,0.199866,3.5344,32.98773333,
0,2825.97,3.18777,4.10763,4.0924,27.0468,0,0,0.022367,0.03526,1.57643,JUJZEV_clean,27.0468,17.15699397,0.03526,0.022367,3.5344,27.85408,
0,1362.25,2.92703,3.81435,3.81435,2.40835,0,0,0,0,1.63514,JUJZIZ_clean,2.40835,1.472870825,0,0,3.5344,27.85408,
1620.11,1553.25,7.4129,7.85155,7.84422,0,0.52869,0.52238,0,0,0.988066,JUMCOL_clean,1620.11,1639.677916,0.52238,0.52869,2.6569,33.6432,
1458.05,1440.5,5.71486,6.08117,6.04254,0,0.432982,0.4613,0,0,1.0654,JUMDAY_clean,1458.05,1368.547025,0.4613,0.432982,2.6569,33.6432,
1493.46,1480.83,6.11727,6.63074,6.62182,0,0.47511,0.4924,0,0,1.03639,JUMDEC_clean,1493.46,1441.021237,0.4924,0.47511,2.6569,33.6432,
1865.16,1879.75,5.2162,6.68812,6.6842,0,0.494321,0.55812,0,0,1.12906,JUNBUR_clean,1865.16,1651.958266,0.55812,0.494321,2.8561,29.068,
0,971.533,3.07746,4.59351,4.59253,457.313,0,0,0.172709,0.2545,1.47358,JUPBUT_clean,457.313,310.3414813,0.2545,0.172709,1.2769,27.2104,
0,5323.72,3.08649,7.0124,7.0124,1022.05,0,0,0.295365,0.37996,1.28641,JUQTOG_clean,1022.05,794.4978662,0.37996,0.295365,3.5344,33.85253333,
1422.94,5385.05,4.2578,7.11924,6.73222,0,0.360984,0.4515,0,0,1.25075,JUQVAU_clean,1422.94,1137.669398,0.4515,0.360984,3.5344,30.832,
942.48,6445.52,4.89996,7.21804,7.21804,0,0.257588,0.27098,0,0,1.05199,JURKIS_clean,942.48,895.9020523,0.27098,0.257588,2.4025,23.994,
0,4906.31,3.58022,5.9515,5.94467,556.495,0,0,0.127523,0.2162,1.69538,JUSBAC_clean,556.495,328.242046,0.2162,0.127523,2.8561,28.054,
0,2036.59,2.58009,5.25447,5.23159,683,0,0,0.212691,0.27096,1.27396,JUSHAI_clean,683,536.1235832,0.27096,0.212691,3.5344,30.18026667,
0,2014.07,2.56323,5.24488,5.22808,690.917,0,0,0.212972,0.2741,1.28702,JUSHIQ_clean,690.917,536.8347034,0.2741,0.212972,3.6481,30.66186667,
568.16,3638.35,5.50358,5.98148,5.98148,0,0.131197,0.18248,0,0,1.39089,JUSKAL_clean,568.16,408.4866524,0.18248,0.131197,0.7921,26.4508,
1742.68,19695.2,14.87864,15.74073,15.74073,0,0.861194,0.63224,0,0,0.734143,JUTCIM_clean,1742.68,2373.76097,0.63224,0.861194,3.61,26.144,
1011.13,14557.5,4.27705,7.04726,7.02404,1.81457,0.236561,0.31012,0,0,1.31095,JUTCOS_clean,1012.94457,772.6797895,0.31012,0.236561,3.61,27.59644444,
0,1358.8,3.63748,5.07744,5.07744,796.817,0,0,0.227826,0.30898,1.35621,JUVROJ_clean,796.817,587.5321668,0.30898,0.227826,2.8561,31.00586667,
0,743.609,2.90753,4.41179,4.38337,367.958,0,0,0.160582,0.25454,1.58511,JUWBIO_clean,367.958,232.1340475,0.25454,0.160582,2.7225,26.4,
2355.18,4955.16,5.01898,6.56163,6.56163,0,0.773514,0.61092,0,0,0.789798,JUXFOZ_clean,2355.18,2982.002993,0.61092,0.773514,2.7225,19.866,
0,3539.12,3.29336,4.54071,4.528,1112,0,0,0.446447,0.43128,0.966027,JUXZOT_clean,1112,1151.106543,0.43128,0.446447,2.8561,23.2544,
1553.3,7938.21,6.40725,8.93591,8.93528,47.8742,0.54975,0.47354,0.0330635,0.02848,0.861374,JUYJIY_clean,1601.1742,1858.860611,0.50202,0.5828135,2.8561,29.068,
1620.39,2690.71,4.58648,6.54798,6.32355,0,0.46541,0.4615,0,0,0.991599,JUYROM_clean,1620.39,1634.118227,0.4615,0.46541,2.7225,27.06,
0,2764.18,3.2957,4.48789,4.4656,283.538,0,0,0.126333,0.1649,1.30528,JUZSEE_clean,283.538,217.2238907,0.1649,0.126333,2.7225,20.064,
326.698,1631.19,4.15618,4.47823,4.46823,1.5973,0.118691,0.13908,0,0,1.17179,JUZXAD_clean,328.2953,280.165644,0.13908,0.118691,3.61,11.552,
1503.03,1795.71,4.3754,5.19371,5.19371,0,0.149842,0.44152,0,0,2.94656,KABXAO_clean,1503.03,510.0965193,0.44152,0.149842,5.0797,35.7752,
1674.1,2605.83,4.96961,5.52619,5.37117,0,0.419312,0.49596,0,0,1.18279,KABXES_clean,1674.1,1415.382274,0.49596,0.419312,1.3689,27.1323,
1670.13,2646.25,4.9456,5.62028,5.38973,0,0.43844,0.50026,0,0,1.141,KABXIW_clean,1670.13,1463.742331,0.50026,0.43844,1.2769,26.2047,
1645.92,2586.16,4.94994,5.507,5.35679,0,0.41351,0.49452,0,0,1.19591,KABXOC_clean,1645.92,1376.290858,0.49452,0.41351,1.44,27.828,
1553.46,4660.44,6.59853,8.90649,8.90649,145.698,0.482988,0.51284,0.0549252,0.05832,1.06181,KACKIL_clean,1699.158,1600.246748,0.57116,0.5379132,2.3042,28.7584,
2541.89,29140.4,5.54909,9.80506,9.77983,0,0.823602,0.64266,0,0,0.780304,KACZEV_clean,2541.89,3257.563719,0.64266,0.823602,3.1684,34.22346667,
2496.9,29007.6,5.39384,8.95718,8.83819,0,0.777296,0.62534,0,0,0.804507,KACZIZ_clean,2496.9,3103.639869,0.62534,0.777296,3.1684,34.22346667,
1031.82,17714.8,8.54299,9.00309,8.9671,564.801,0.343326,0.33592,0.181066,0.17716,0.97843,KADLOT_clean,1596.621,1631.819343,0.51308,0.524392,3.61,26.79,
1722.39,22275.3,9.75466,14.27976,14.27887,0,0.647766,0.56704,0,0,0.875377,KADLUZ_clean,1722.39,1967.597961,0.56704,0.647766,3.61,26.79,
1199.24,4295.1,5.74251,6.24779,6.24779,0,0.123682,0.40178,0,0,3.24848,KAGVUL_clean,1199.24,369.1695809,0.40178,0.123682,1.9044,22.1536,
1598.99,8197.77,9.81151,10.78843,10.76706,0,0.356403,0.59334,0,0,1.6648,KAGWEW_clean,1598.99,960.4697261,0.59334,0.356403,1.9044,27.2964,
0,1251.61,2.65379,4.31258,4.3124,364.658,0,0,0.340404,0.34014,0.999225,KAHKUB01_clean,364.658,364.9408291,0.34014,0.340404,2.01065,21.4779,
0,1261.66,2.69675,4.39885,4.39885,381.32,0,0,0.349372,0.34632,0.991264,KAHKUB_clean,381.32,384.6805695,0.34632,0.349372,2.01065,21.4779,
2302.19,1450.11,5.40663,6.67271,6.66794,0,0.60474,0.65626,0,0,1.08519,KAHNOX_clean,2302.19,2121.462601,0.65626,0.60474,3.61,12.7452,
1363.32,597.965,4.52994,5.5467,5.5467,0,0.392825,0.43556,0,0,1.10879,KAHPUE_clean,1363.32,1229.556544,0.43556,0.392825,3.2521,25.1538,
0,572.741,3.5765,3.89651,3.89651,34.1366,0,0,0.0707388,0.13818,1.95338,KAHYEY_clean,34.1366,17.47565758,0.13818,0.0707388,2.4025,29.326,
1949.66,7703.79,4.11514,8.9304,8.89727,0,0.53211,0.59156,0,0,1.11173,KAHYID_clean,1949.66,1753.71718,0.59156,0.53211,1.44,20.16,
1943.13,7695.66,4.20402,8.86827,8.8659,0,0.52973,0.5926,0,0,1.11868,KAHYOJ_clean,1943.13,1736.98466,0.5926,0.52973,1.21,18.48,
1965.28,7791.72,4.23716,8.96058,8.87271,0,0.541679,0.6051,0,0,1.11708,KAHYUP_clean,1965.28,1759.301035,0.6051,0.541679,1.4884,20.496,
0,18098.3,3.48006,8.93435,8.93366,1014.14,0,0,0.361267,0.3423,0.947498,KAKBUW_clean,1014.14,1070.334713,0.3423,0.361267,1,19.68,
1617.2,16857.7,5.14285,9.06904,8.98911,0,0.507349,0.45014,0,0,0.88724,KAKCAD_clean,1617.2,1822.731166,0.45014,0.507349,0.9025,26.0376,
1273.53,3594.83,8.43287,8.87027,8.87027,0,0.4165,0.44076,0,0,1.05825,KAKCEH01_clean,1273.53,1203.430191,0.44076,0.4165,0.7921,24.4928,
1284.31,3658.69,8.66764,9.05571,9.05571,0,0.430055,0.44716,0,0,1.03977,KAKCEH02_clean,1284.31,1235.186628,0.44716,0.430055,0.7921,24.4928,
1296.21,3688.37,8.67891,9.06296,9.06296,0,0.439476,0.45328,0,0,1.03141,KAKCEH_clean,1296.21,1256.735925,0.45328,0.439476,0.7921,24.4928,
1339.94,11726.7,4.56831,6.54196,6.52391,0,0.430947,0.40426,0,0,0.938074,KALFEK_clean,1339.94,1428.394775,0.40426,0.430947,3.6481,37.8944,
1352.18,2917.02,4.80891,6.46523,6.4631,0,0.474995,0.44782,0,0,0.94279,KALFOU_clean,1352.18,1434.232438,0.44782,0.474995,3.6481,37.8944,
1418,2925.36,4.78818,6.33471,6.33036,0,0.474786,0.44526,0,0,0.937811,KALGAH_clean,1418,1512.031742,0.44526,0.474786,3.6481,37.8944,
1330.83,2956.07,4.62415,6.46285,6.46285,0,0.476152,0.44298,0,0,0.930333,KALGEL_clean,1330.83,1430.487793,0.44298,0.476152,3.6481,37.8944,
829.378,2069.43,4.18035,6.34814,6.34814,3.6068,0.261679,0.30542,0,0,1.16715,KANDIO_clean,832.9848,713.6912993,0.30542,0.261679,2.7225,27.72,
1269.6,4205.9,3.95127,9.77148,9.76981,102.246,0.408166,0.44216,0.0540763,0.05858,1.08328,KANMIX_clean,1371.846,1266.38173,0.50074,0.4622423,3.61,29.032,
0,3111.78,2.99305,5.28957,5.18694,242.103,0,0,0.0817817,0.14178,1.73364,KAPGEP_clean,242.103,139.6501004,0.14178,0.0817817,3.7249,18.47653333,
0,3367.49,3.15092,4.89405,4.20437,807.004,0,0,0.282846,0.29442,1.04092,KAPHOB_clean,807.004,775.2795604,0.29442,0.282846,2.4025,22.6796,
0,3309.2,3.00344,4.86022,4.85982,779.633,0,0,0.269792,0.28578,1.05926,KAPHUH_clean,779.633,736.0166531,0.28578,0.269792,2.4025,22.6796,
1973.44,11552.7,7.4934,12.53415,12.53415,0,1.02106,0.65042,0,0,0.637007,KARLUM_clean,1973.44,3097.987934,0.65042,1.02106,3.6481,38.6584,
1863.2,19303.7,10.48172,15.53234,15.53234,0,1.62107,0.74534,0,0,0.459782,KARNAU_clean,1863.2,4052.355247,0.74534,1.62107,3.6481,38.6584,
1962.76,21557.9,6.77607,13.04357,13.04357,0,0.648768,0.58366,0,0,0.899644,KARNID_clean,1962.76,2181.707431,0.58366,0.648768,3.61,26.144,
1896.4,4910.54,4.14091,6.01546,6.00986,0,0.530049,0.52286,0,0,0.986437,KASRAZ_clean,1896.4,1922.474522,0.52286,0.530049,2.8561,26.1612,
2040.62,5443.7,6.36839,7.65199,7.38295,0,0.662445,0.58946,0,0,0.889824,KASRED_clean,2040.62,2293.284964,0.58946,0.662445,2.8561,26.1612,
308.333,4309.07,6.06717,6.25403,6.25403,0,0.0734221,0.1032,0,0,1.40557,KATDAM_clean,308.333,219.3650974,0.1032,0.0734221,2.8561,27.716,
1595.84,19389.2,5.24821,8.73636,8.73636,0,0.382946,0.4428,0,0,1.1563,KAVJEX_clean,1595.84,1380.126265,0.4428,0.382946,1.2996,45.03,
0,3258.45,3.4738,5.02071,5.02071,371.431,0,0,0.0678869,0.17468,2.5731,KAVKIC_clean,371.431,144.3515604,0.17468,0.0678869,1.4884,28.4016,
0,2305.09,2.41604,3.80536,3.77177,1.69963,0,0,0,0,1.35746,KAVLID_clean,1.69963,1.252066359,0,0,3.6481,37.8944,
972.784,10586.2,7.72021,8.43697,8.43697,0,0.303503,0.31526,0,0,1.03874,KAVNIH_clean,972.784,936.5038412,0.31526,0.303503,3.5344,36.5472,
945.801,6837.11,3.84932,5.69693,5.68674,0,0.263794,0.31422,0,0,1.19116,KAVTEI_clean,945.801,794.0167568,0.31422,0.263794,2.8561,30.10453333,
520.014,1747.81,4.08985,5.22962,5.19903,0,0.0808368,0.16734,0,0,2.0701,KAVTUY_clean,520.014,251.2023574,0.16734,0.0808368,3.61,19.608,
1362.7,2656.75,6.38807,7.62136,7.35051,0,0.405799,0.43996,0,0,1.08418,KAWBOB_clean,1362.7,1256.894612,0.43996,0.405799,2.4025,26.66,
1490.97,42398.4,15.58526,18.21481,18.20354,0,1.61852,0.74916,0,0,0.462868,KAWHEY_clean,1490.97,3221.155924,0.74916,1.61852,2.7225,24.596,
304.279,1473.53,3.76819,5.12409,5.12409,0,0.101157,0.15702,0,0,1.55224,KAXQIL_clean,304.279,196.0257434,0.15702,0.101157,1,20.64,
1106.09,1122.26,5.49039,5.6946,5.6894,0,0.314431,0.38184,0,0,1.21439,KAYBIX_clean,1106.09,910.8194237,0.38184,0.314431,1,23.68,
1144.51,1141.3,5.23582,5.49315,5.46639,0,0.319935,0.38204,0,0,1.19412,KAYBUJ_clean,1144.51,958.4547617,0.38204,0.319935,1,23.68,
1664.48,2092.18,4.85823,5.92381,5.92381,0,0.493827,0.48252,0,0,0.977102,KAYCIY_clean,1664.48,1703.486432,0.48252,0.493827,1,16.93333333,
980.835,2644.04,4.1674,5.16866,5.16866,0,0.23436,0.33388,0,0,1.42464,KEBFII_clean,980.835,688.4791947,0.33388,0.23436,2.46745,17.2192,
2477.13,783.835,5.71599,7.14324,7.14324,0,0.678612,0.70924,0,0,1.04513,KECRAL10_clean,2477.13,2370.164477,0.70924,0.678612,2.8561,18.8942,
2485.14,3110.04,5.44973,6.84524,6.84445,0,0.658394,0.6909,0,0,1.04937,KECRAL12_clean,2485.14,2368.220933,0.6909,0.658394,2.8561,18.61816667,
2142.56,2444.72,4.42901,5.62745,5.626,0.469791,0.566602,0.60214,0,0,1.06272,KEDJAG01_clean,2143.029791,2016.55167,0.60214,0.566602,3.61,39.216,
2184.61,2455.46,4.47405,5.64435,5.63077,1.52014,0.572815,0.60608,0,0,1.05807,KEDJAG02_clean,2186.13014,2066.148875,0.60608,0.572815,3.61,39.216,
2347.55,2498.48,4.60094,5.73609,5.73609,0,0.597007,0.6208,0,0,1.03985,KEDJAG03_clean,2347.55,2257.585229,0.6208,0.597007,3.61,39.216,
2103.45,2432.6,4.39582,5.60157,5.5618,0.118033,0.559599,0.59766,0,0,1.06802,KEDJAG06_clean,2103.568033,1969.596106,0.59766,0.559599,3.61,39.216,
2117.01,2437.07,4.40385,5.61357,5.61357,0.353449,0.56271,0.59988,0,0,1.06606,KEDJAG08_clean,2117.363449,1986.157861,0.59988,0.56271,3.61,39.216,
2142.41,2444.72,4.42824,5.6275,5.62604,0.469791,0.566433,0.60196,0,0,1.06272,KEDJAG10_clean,2142.879791,2016.410523,0.60196,0.566433,3.61,39.216,
2154.18,2449.16,4.44582,5.63489,5.40576,1.28958,0.569159,0.60376,0,0,1.06079,KEDJAG12_clean,2155.46958,2031.947492,0.60376,0.569159,3.61,39.216,
2175.22,2453.04,4.46761,5.64072,5.621,1.17049,0.571459,0.60524,0,0,1.05911,KEDJAG14_clean,2176.39049,2054.923936,0.60524,0.571459,3.61,39.216,
2185.63,2455.46,4.47445,5.644,5.6433,1.52014,0.572909,0.60618,0,0,1.05807,KEDJAG16_clean,2187.15014,2067.112894,0.60618,0.572909,3.61,39.216,
2218.09,2463.08,4.50803,5.65854,5.65314,2.56459,0.577645,0.6093,0,0,1.0548,KEDJAG18_clean,2220.65459,2105.284973,0.6093,0.577645,3.61,39.216,
2248.14,2471.26,4.5303,5.67593,5.67504,1.62661,0.582666,0.61256,0,0,1.05131,KEDJAG20_clean,2249.76661,2139.965006,0.61256,0.582666,3.61,39.216,
2347.13,2498.48,4.60029,5.73555,5.7012,0,0.597007,0.6208,0,0,1.03985,KEDJAG24_clean,2347.13,2257.181324,0.6208,0.597007,3.61,39.216,
0,2777.24,3.63243,4.98967,4.9802,519.714,0,0,0.238159,0.2889,1.21306,KEDNOY_clean,519.714,428.4322292,0.2889,0.238159,3.1585,25.416,
2313.7,8446.98,5.69321,11.60551,11.60029,0,0.902096,0.68242,0,0,0.756483,KEFBII_clean,2313.7,3058.495697,0.68242,0.902096,2.7225,22.704,
0,1046.24,2.79019,3.96931,3.93414,49.269,0,0,0.0537883,0.11698,2.17482,KEFFEI01_clean,49.269,22.65428863,0.11698,0.0537883,1.4884,33.5744,
0,1831.29,3.55017,4.19377,4.10153,192.719,0,0,0.112576,0.16192,1.43831,KEFWAV_clean,192.719,133.9898909,0.16192,0.112576,3.5344,34.49173333,
0,1836.99,3.70567,5.1885,5.1885,512.284,0,0,0.129969,0.23256,1.78935,KEFWID_clean,512.284,286.2961411,0.23256,0.129969,2.138133333,32.1984,
145.102,888.958,3.78362,4.05397,4.05397,0,0.0596181,0.14896,0,0,2.49857,KEGYAX_clean,145.102,58.07401834,0.14896,0.0596181,3.7249,13.2784,
2178.71,1589.73,4.94371,6.43523,6.43523,0,0.674772,0.65692,0,0,0.973544,KEGZOL01_clean,2178.71,2237.916314,0.65692,0.674772,3.16625,19.722,
2198.26,1561.38,4.48545,5.90632,5.89414,0,0.655595,0.64984,0,0,0.991222,KEGZOL02_clean,2198.26,2217.727209,0.64984,0.655595,3.16625,19.722,
2148.19,1570.89,4.90333,6.38762,6.38473,0,0.663647,0.65384,0,0,0.985223,KEGZOL03_clean,2148.19,2180.409917,0.65384,0.663647,3.16625,19.722,
2147.98,1571.78,4.90295,6.38911,6.38911,0,0.663841,0.65366,0,0,0.984664,KEGZOL04_clean,2147.98,2181.434479,0.65366,0.663841,3.16625,19.722,
2164.54,1564.53,4.91247,6.39792,6.39792,0,0.662963,0.65582,0,0,0.989226,KEGZOL_clean,2164.54,2188.114748,0.65582,0.662963,3.16625,19.722,
0,1702.2,3.30481,4.08176,3.94024,30.7369,0,0,0.0501421,0.074,1.47581,KEHDOS_clean,30.7369,20.82713899,0.074,0.0501421,3.7249,23.4688,
0,5061.68,2.8186,4.37358,4.37358,145.771,0,0,0.0809192,0.1088,1.34455,KEHGEL_clean,145.771,108.4161987,0.1088,0.0809192,3.7249,23.4688,
974.11,2904.32,3.98659,4.93159,4.92634,0,0.35172,0.37644,0,0,1.07028,KEHGIP_clean,974.11,910.1450088,0.37644,0.35172,3.61,23.104,
683.321,3618.54,3.9347,5.17871,5.17066,0,0.238725,0.31254,0,0,1.30921,KEJBOQ_clean_h,683.321,521.933838,0.31254,0.238725,2.8561,27.716,
691.552,3647.73,3.98518,5.28754,5.28525,0,0.249891,0.32454,0,0,1.29873,KEJHIQ_clean_h,691.552,532.4832721,0.32454,0.249891,2.8561,27.716,
0,4716.7,2.57415,10.46853,10.46853,1577.64,0,0,0.59251,0.57676,0.973418,KEJQAR01_clean,1577.64,1620.722033,0.57676,0.59251,2.5921,22.1536,
0,4738.5,2.61296,10.40713,10.40713,1601.51,0,0,0.601152,0.58248,0.968939,KEJQAR_clean,1601.51,1652.849147,0.58248,0.601152,2.5921,22.1536,
1403.64,15111.9,4.20356,6.72992,6.7292,0,0.304415,0.45686,0,0,1.50078,KELJAN_clean,1403.64,935.2736577,0.45686,0.304415,3.61,30.4,
0,6129.27,3.65645,6.20454,6.19551,714.7,0,0,0.19374,0.22866,1.18024,KENJEU_clean,714.7,605.5548024,0.22866,0.19374,2.7225,17.6,
2101.27,4747.56,5.23607,7.58494,7.09943,0,0.466993,0.58832,0,0,1.25981,KEPPIF_clean,2101.27,1667.926116,0.58832,0.466993,2.7225,28.38,
2239.39,8180.4,6.49901,13.61667,13.37179,0,1.37169,0.74538,0,0,0.543402,KEQDER_clean,2239.39,4121.055867,0.74538,1.37169,2.7225,22.704,
1470.12,11311.4,4.26017,6.05718,6.04665,0,0.409859,0.3976,0,0,0.970091,KESBOA_clean,1470.12,1515.445458,0.3976,0.409859,3.583275,25.7184,
640.785,2622.66,3.88542,4.71415,4.71415,0,0.141756,0.25348,0,0,1.78814,KESHAT_clean,640.785,358.3528135,0.25348,0.141756,1.2769,26.7584,
0,1579.65,3.57986,5.27207,5.2523,592.151,0,0,0.187829,0.27928,1.48689,KETHEY01_clean,592.151,398.248021,0.27928,0.187829,2.8561,22.5784,
0,1574.83,3.55446,5.25403,5.25403,580.668,0,0,0.188115,0.28056,1.49143,KETHEY02_clean,580.668,389.3364087,0.28056,0.188115,2.8561,22.5784,
0,1584.91,3.58603,5.2876,5.2765,597.26,0,0,0.197038,0.292,1.48195,KETHEY_clean,597.26,403.023044,0.292,0.197038,2.8561,22.5784,
844.537,3964.62,5.82364,6.50043,6.50043,0,0.235705,0.27362,0,0,1.16086,KEVVIS_clean,844.537,727.5097772,0.27362,0.235705,3.5344,33.48906667,
757.901,4131.55,4.14542,5.54329,5.54329,0,0.166809,0.24846,0,0,1.48949,KEWBUL_clean,757.901,508.8325534,0.24846,0.166809,1.44,24.768,
1820.9,10693.7,4.96521,7.66764,7.66764,0,0.447108,0.5026,0,0,1.12411,KEWJIG_clean,1820.9,1619.859266,0.5026,0.447108,3.61,19.608,
2151.36,14523,5.22558,10.50155,10.50155,0.0451803,0.333001,0.6037,0,0,1.81291,KEWNUX_clean,2151.40518,1186.713726,0.6037,0.333001,5.0797,35.1638,
1198.39,2465.02,4.89652,6.38285,6.37584,0,0.342068,0.37346,0,0,1.09177,KEWZET_clean,1198.39,1097.657932,0.37346,0.342068,2.4025,21.328,
1447.75,2151.71,3.96609,4.63469,4.63178,0,0.443424,0.405,0,0,0.913347,KEXFAU_clean,1447.75,1585.104019,0.405,0.443424,3.2521,25.1538,
363.73,2828.77,3.74563,4.89247,4.89153,0.225202,0.108271,0.17248,0,0,1.59304,KEXFIC10_clean,363.955202,228.4658276,0.17248,0.108271,3.2521,25.1538,
366.191,2828.77,3.75202,4.90739,4.9029,0,0.108522,0.17288,0,0,1.59304,KEXFIC_clean,366.191,229.8693065,0.17288,0.108522,3.2521,25.1538,
0,2198.92,3.26763,4.09177,4.07647,75.9803,0,0,0.0854575,0.12676,1.48331,KEXKAB_clean,75.9803,51.22347992,0.12676,0.0854575,2.7225,27.72,
0,1426.31,2.79989,4.72338,4.49578,423.123,0,0,0.181378,0.22516,1.24139,KEXKEF_clean,423.123,340.8461483,0.22516,0.181378,2.7225,27.72,
0,1286.94,2.7409,4.06064,4.02482,109.057,0,0,0.11454,0.15344,1.33962,KEXPOU_clean,109.057,81.408907,0.15344,0.11454,2.7225,27.72,
347.549,4382.91,4.92439,5.43827,5.43811,0,0.0746872,0.1226,0,0,1.64151,KEYFUR_clean,347.549,211.7251799,0.1226,0.0746872,3.61,31.92,
1135.39,2728.43,5.26079,6.53351,6.50691,0,0.318289,0.38404,0,0,1.20658,KEYMUY_clean,1135.39,940.9985248,0.38404,0.318289,1.8605,20.9324,
0,4909.36,3.60068,11.21887,11.21229,1333.57,0,0,0.516328,0.48532,0.939946,KEYROX_clean,1333.57,1418.772993,0.48532,0.516328,2.7225,20.064,
429.534,1026.61,3.92279,4.31905,4.31686,0,0.147944,0.29676,0,0,2.00589,KIBDEF_clean,429.534,214.1363684,0.29676,0.147944,1.44,24.768,
263.123,4737.34,4.57333,5.16268,5.16268,0,0.0254623,0.09128,0,0,3.58491,KICXAX_clean,263.123,73.39737957,0.09128,0.0254623,5.36608,41.45024,
265.916,4752.07,4.51034,5.19321,5.19321,0,0.0273048,0.09558,0,0,3.50049,KICXEB_clean,265.916,75.96536485,0.09558,0.0273048,5.36608,40.72096,
0,4607.85,3.54235,5.26498,5.26498,767.476,0,0,0.206517,0.30212,1.46293,KIDDIM_clean,767.476,524.6156686,0.30212,0.206517,2.8561,28.392,
0,4315.92,3.52628,5.1988,5.1988,707.042,0,0,0.218235,0.29348,1.34479,KIDDOS_clean,707.042,525.7638739,0.29348,0.218235,2.7225,27.72,
1188.51,1312.35,4.27938,6.06928,6.06928,0,0.253349,0.40384,0,0,1.59401,KIDVIE_clean,1188.51,745.6101279,0.40384,0.253349,1.21,30.272,
0,1449.9,3.7171,6.65854,6.64815,1270.95,0,0,0.394565,0.41764,1.05848,KIFDIM_clean,1270.95,1200.731237,0.41764,0.394565,3.3489,23.7168,
0,1527.67,3.04859,4.32056,4.3059,160.321,0,0,0.132156,0.1624,1.22885,KIFKAM_clean,160.321,130.4642552,0.1624,0.132156,1.7161,24.03413333,
987.658,2823.83,4.42412,5.10059,5.07747,0,0.392074,0.36592,0,0,0.933293,KIFKEQ_clean,987.658,1058.250732,0.36592,0.392074,1.7161,21.02986667,
0,2889.89,3.53873,5.20547,4.99626,159.196,0,0,0.0590326,0.0818,1.38567,KIFWUT_clean,159.196,114.887383,0.0818,0.0590326,3.5344,30.7944,
1189.23,2761.47,10.27787,10.39364,10.39364,0,0.449922,0.44578,0,0,0.990795,KIGCEK_clean,1189.23,1200.278564,0.44578,0.449922,2.7225,21.384,
979.267,2560,4.0538,4.83597,4.82906,0,0.407691,0.42492,0,0,1.04226,KIJPUQ_clean,979.267,939.561146,0.42492,0.407691,2.8561,15.4128,
2231.47,7211.15,7.10734,12.14192,11.60914,0,0.913723,0.6377,0,0,0.697914,KIJRUS_clean,2231.47,3197.342366,0.6377,0.913723,3.61,26.144,
0,12878,3.27077,5.07008,4.57111,343.189,0,0,0.125146,0.14226,1.13676,KIKDIT_clean,343.189,301.9010169,0.14226,0.125146,2.8561,25.688,
491.443,3172.45,4.26343,4.81138,4.74204,20.816,0.209902,0.21662,0.0187983,0.0194,1.03201,KIKDUF_clean,512.259,496.3701902,0.23602,0.2287003,2.8561,20.5504,
1346.82,2679.74,5.06027,6.97244,6.95895,0,0.348928,0.367,0,0,1.05179,KIKFIV_clean,1346.82,1280.502762,0.367,0.348928,1.44,20.64,
